title,slogan,address,phone/0,email,web,categories/0,phone/1,categories/1,categories/2,socialNetwork/0,socialNetwork/1,categories/3,phone/2,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,socialNetwork/2,socialNetwork/3,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,,phone/3,phone/4,phone/5,phone/6,phone/7,phone/8,phone/9,categories/20,categories/21,categories/22,categories/23,categories/24,categories/25
AGROPECUARIA DON DANIEL S.R.L.,, Avenida Cristobal De Mendoza N° 246 Edificio: Condominio La Casona Piso: Pb Oficina: 142 ,3648116,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Inn,, Calle España Nº 351/353 ,3346666,,,Hoteles 3 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convenio,, Calle España 271 ,3336666,,,Bienes raíces e Inversiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA ECG SOCIEDAD DE RESPONSABILIDAD LIMITADA,, Calle Guemes Oeste Edif. The Loft Barrio Equipetrol N° S/n Edificio: The Loft Piso: 3 Oficina: 4 ,335-8927,,,Consultoría en economía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRYME GROUP,Procurement - Traiding - Consulting, Calle Ecuador Nº 191 ,3337254,info@primegroup.com,www.prymegroup.com,Importaciones y representaciones,3355898,Transporte de carga marítimo,,,,,75015100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURTIEMBRES ARCUEL S.R.L.,, Av Mutualista 5 Anillo Parque Industrial N° S/n ,3461691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA VELOZ DEL NORTE S.A. (SUCURSAL BOLIVIA),, Terminal Bimodal Caseta A-28 N° S/n Edificio: Terminal Bimodal Piso: P.b. Oficina: 28 -a ,3644637,,,Otras actividades de transporte de pasajeros por vía terrestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELCO SOCIEDAD ANONIMA NELCO S.A.,," Av. El Trompillo, Edificio Cine Center, Piso Mezanine N° S/n Edificio: Cine Center Piso: Mezanine ",3396179,,,Otras actividades de esparcimiento y recreativas n.p.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPORTADORA FREMAR MONTAÑO S.R.L.,Calidad internacional, Av. Brasil N| 97 esq. Manuel I. Salvatierra ,3330787,cperez@fremarsrl.com,www.fremarsrl.web.bo,Artículos de plástico,3333168,Cristalería,Envases de plástico,,,Muebles de plástico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contreras Ltda,, Warnes Nº 465 ,3324003,,,Partes para automotores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA DOBLE O LTDA.,, Carretera A Camiri Km. 29 Peji N° S/n Edificio: S/n. Piso: S/n. Oficina: S/n. ,72103318,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirari Suites,, Calle Los Ciaveles Nº 497 ,3431595,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visal Import - Export,, Ballivian/Potosi ,3347145,,,Bicicletas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA E INGENIERIA DE VALUACION S.R.L. CIV S.R.L.,, Calle Chaco A 1/2 Cuadra De La Av. Santos_dumont N° 50 ,3533372,,,Actividades de consultoría de gestión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA TUCA,, Barrio Policial Montecristo ,72007750,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURTIEMBRE VIS KULJIS S.A.,, Avenida El Bajio N° 990 ,3531011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERFORACIONES SANTA CRUZ S.R.L PERFOCRUZ S.R.L.,, CaÑada Pailita C/ 24 De Junio N° 2 ,362-3474,,,"Preparación de terreno, para obras posteriores de actividades de construcción",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonny,, Luis Salazar de La Vega ,9782109,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repuestos Rolfer,, Av. Grigota Nº 44 ,3534054,,,Repuestos y accesorios para automotores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA DEL SOL FOODS S.A.,, Calle 9 N° 4280 ,3578749,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATOGAS S.R.L.,, Calle 3 De Mayo N° 244 Oficina: _lote 22 ,9246617,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTILLON ENZO,, Calle Buenos aires esq. 21 de mayo N° 299 ,3301324,henryley@hotmail.com,www.enzocotillon.web.bo,Cotillón,3393724,Decoraciones,,,,,77611801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA E H. AUDITORES,, Calle 9 Norte N° 196 ,3581590,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NB,, Av.alemana N° 1036 ,3451901,,,Actividades deportivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinalco,, Parque Industrial Pi 22 ,3462911,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L.O.C.E. S.R.L.(LOGISTICA COMERCIO EXTERIOR) IMPORTACION, EXPORTACION Y SERVICIO",, Av. El Palmar N° 3065 ,336-5238,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURTIEMBRE SAUSALITO S.R.L.,, Parque Industrial N° S/n ,3644078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viru Viru,, Calle Junin 338 ,3335298,,,Hoteles 3 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madre India,, Av. El Trompillo Nº 974 ,3538950,,,Repuestos y accesorios para automotores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA DAMIANA S.R.L.,, Av. Circunvalacion C/oruro N° S/n ,9221278,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schréder Bolivia S.A.,La referencia en alumbrado," Calle Vallegrande esq. Ingavi, Edif. Colonial P.B. Of. 4 ",3123310,schreder@schreder.com.bo,www.schreder.com,Iluminación comercial,,Iluminación domiciliaria,Iluminación industrial,,,Luminarias,, Materiales electrónicos,Sistemas de iluminación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC GYM,, Calle Independencia N° 249 Edificio: Multicentro Independencia ,,,,Actividades deportivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria,, Av. Busch Nº 205/21 de Mayo ,3340340,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADSERCO,, Urb. Urucu C/4 N° 239 Edificio: S/n. Piso: S/n. Oficina: S/n. ,3512068,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA DE SOLUCIONES INFORMATICAS MULTIDISCIPLINARIA COSIM-TI S.R.L.,, Calle Los Paltos Esq. Bibosi # 2065 N° 2065 Edificio: Condominio Don Carlos Piso: 1 Oficina: Dpt ,3201395,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUEHNE + NAGEL LTDA,," Av. Jose De San Martin , Esq. Av. Cristobal De Mendoza N° S/n Edificio: Torre Equipetrol Piso: 6 ",3443300,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURTIEMBRE ARRIEN S.R.L.,, Calle Enrique Finot N° 18 Edificio: Don Pedrito Piso: 2 Oficina: 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repuestos Chinga,, Vallegrande Nº 424 ,3366966,,,Repuestos y accesorios para automotores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocina,, Parque Industrial Pi 22 ,3462911,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CUPESI VARGAS S.R.L.,, Av Circunvalacion Entrada Mercado Villa Verde N° 4 ,9221323,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARCHER,Servicio Tecnico, Calle Mamore Nro.43 entre Av. Trinidad y Primer Anillo ,3373475,karcher.bolivia@hotmail.com,,Repuestos electrónicos,79475800,Servicios técnicos autorizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roma,, Calle 24 de Septiembre 530 ,3323299,,,Hoteles 3 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUBAMA RC S.R.L.,, Radial 17 1/2 N° 4180 ,3591789,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA DARGAS,, Mexico Av CaÑoto N° 35 Edificio: Mexico Piso: 2 Oficina: 4 ,3517851,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA DE AUDITORES & ASOCIADOS RIBERA DE LOS RIOS S.R.L.,, B/ Brigida C/dr. Alfredo Parada (5) N° 17 ,3436235,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Partes Internacionales,, Av. Prefecto Rivas Nº 349 ,3528357,,,Partes para automotores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embol Sa,, Parque Industrial Manzana Pi 6 ,3465252,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CRUZ OLGUIN S.R.L.,," Entrada A Villa Verde, Calle N° 2 N° S/n ",76357711,,,Cultivo de caña de azúcar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYER SOCCER,, Av. Prolongacion Mutualista N° 5135 Edificio: S/n. Piso: S/n. Oficina: S/n. ,3473896,,,Actividades deportivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURTIEMBRE SANTA CRUZ LIMITADA,," Km 6 Doble Via La Guardia,barrio Villa Bermudez N° S/n ",3558455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUIMPORT,Pensando en Usted y su Negocio, Av. Mutualista Nro.2160 ,3642924,equimportsc@gmail.com,,Maquinarias industriales,70009107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterraneo,, Camiri Nº 71 ,3338804,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CRANE BOLIVIA S.A.,," Barrio Convifag Norte, Calle 18 De Mayo N° S/n Edificio: Centro Comercial Plaza Norte Piso: P/baj ",3419212,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edelsur,, 4º Anillo Parque Industrial ,3464242,,,Bebidas gaseosas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tractoriente Srl,, Av. Cristo Redentor Km 2 1/2 Al Norte ,3431913,,,Repuestos y accesorios para maquinaria pesada,3421876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCAR PEREZ TORRICO,, Carretera Montero Okinawa Km 20 N° S/n. ,77810053,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Siesta,, Vallegrande Nº 17 ,3349775,,,Hoteles 3 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIBELULA TEATRO PARA NIÑOS,, Calle 21 De Mayo N° 161 Edificio: Edificio Chavez Piso: Planta Baja Oficina: 1 ,3392388,,,"Producción de obras de teatro, conciertos, espectáculos musicales, danza y otras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRONOS EXPRESS TRANSPORTES Y SERVICIOS S.A.,, Av.el Trompillo N° 573 Edificio: Honnen Piso: 1 ,3112782,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA DE ASISTENCIA TECNICA MULTIDISCIPLINARIA LIMITADA A.T.M. S.R.L.,, Calle Cristobal De Samaniego N° 3015 ,3392795,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUCERO JEANS,, B/urkupiÑa Uv 161 Mza 32 S/n ,72680845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROUP CLIMA,Llegamos con mucha frescura a sus vidas, Av. Marcelo Tercero N°166 ,3407302,,www.groupclima.web.bo,Aire acondicionado,,Compresoras y equipos de aire,Cortinas de aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuhlmann & Cia,, Radial 17 1/2 5º Anillo Oeste Nº 200 ,355733,,,Bebidas gaseosas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CORDOVA-OLGUIN S.R.L.,, Av. Circunvalacion Este N° 404 ,92-20864,,,Cultivo de caña de azúcar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roda Track,, Km. 9 Carretera Al Norte ,3442602,,,Servicios técnicos de maquinaria pesada,3443204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARAOKE ROLLINGSTONES,, Calle Juan De Garay N° 384 ,3299587,,,Otras actividades de esparcimiento y recreativas n.p.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KABE CARGO,, Barrio Cooper Calle Urano N° 2 ,351-6154,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMMAR S.R.L.,, Parque Industrial 7mo Anillo Entre Av. G77 Y Av. Virgen De Lujan N° S/n ,3478797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paititi,, Av. Cañoto Nº 450 ,3559167,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA CONTABLE EL FARAON,, Calle Sucre N° 157 ,3304711,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMNICONST,, Calle Carandaiti Distrito 5 N° S/n ,3223484,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÓLO ÉL,Para hombres que saben lo que valen, Calle 21 de mayo N° 161 ,3326444,,,Peluquerías,3369415,Salones de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocina,, Parque Industrial Pi 22 ,3462911,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROCOHIDES S.R.L.,, Calle Mataral N° 555 ,3542030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CORDOVA S.R.L.,, C/ Juan Xxiii N° 154 ,,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tramaale,, Km. 8 1/2 Al Norte ,3423194,,,Maquinarias de construcción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARAOKE DISCOTECA WOMB,, Av. CaÑoto N° 662 ,77089677,,,Otras actividades de esparcimiento y recreativas n.p.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,, Vallegrande Nº 245 ,3335115,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA COFABOL S.R.L.,, Buenos Aires N° S/n Edificio: Galeria Arcos Piso: 1 Oficina: 26 ,3396143,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENAL NEPTALI VILLANUEVA SOTO,, 6to. Anillo Esq. Calle 3 N° 10 ,3550671,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUFETE LARREA,," Calle 24 de septiembre N° 663, Edificio Schwann, 2do piso, Of. 11 ",3341836,,,Abogados de familia,,Estudios jurídicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLYMPUS BOLIVIANO S.R.L.,," Calle C, Barrio Ramafa N° 29 ",3518196,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H y E Internacional,, 3º Anillo Interno ,3538514,,,Bazares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CONCEPCION S.A.,, Pasaje Enrique Finot N° 20 Edificio: Iguazu Piso: Pb Oficina: Dpto 13 ,700-20221,,,Cría de ganado bovino y búfalos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISTIAN LA MADRID SIÑANI,, Barrio Oxibol Av. 6to. Anillo N° S/n ,3558301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minusa,, Av. Cristo Redentor Nº 31 ,3438687,,,Repuestos y accesorios para maquinaria pesada,3438788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyla,, Charcas Nº 370 ,3365800,,,Hoteles 3 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA CIRBIAN,, C/ Bolivar N° 148 ,92-23503,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUDITH MATILDE SILVA DE GUTIERREZ,, C/ Seoane N° 28 ,70919107,,,Servicios vinculados al transporte terrestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLVIS HERNAN ARDAYA DURAN,, Carretera A Cotoca Urb. Espiritu Santo N° 60 ,3292075,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE MAYEN,Complejo Turismo, Calle Warnes N° 999 - El Torno ,3822625,,www.lemayen.com.bo,Aditivos e insumos para alimentos,76632656,Cabañas,Centro de salud natural,,,Complejos turísticos,,Eventos matrimonios,Productos alimenticios,Productos artesanales,Restaurantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JET GAMES S.R.L.,, Calle Puerto Busch N° 777 Piso: Pb ,3535541,,,Actividades de juegos de azar y apuestas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bazar yanet,, Colón Nº 254 ,3323426,,,Bazares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISTALES TEMPLADOS DE GARCIA S.R.L.,, Carretera Al Norte Km 8 N° S/n Edificio: Cristembo ,3415165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA CASCH,, Condominio Barrio Norte (avenida Cristo Redentor 4to Anillo) N° Casa 2 ,352-3574,,,Otras actividades profesionales y técnicas n.c.p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Tajibos,, Av. San Martin Nº 455 ,3421000,,,Hoteles 5 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintrac,, Km. 8 1/2 Carr. Al Norte ,3436508,,,Maquinarias agrícolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFFEE LIT,Café Librería Cristiana, Calle 24 de septiembre N° 630 ,3378010,,www.coffeelit.web.bo,Cafeterías,,Librerías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CLAVEL S.A.,," Barrio Las Palmas C/ Quimome, Esq. Puerto Busch Edificio: Santorini Piso: P/b Oficina: 1 ",3554787,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUAN CARLOS CLAROS RIVERA,, 3er. Anillo Externo Entre Av. Busch Y Centenario N° 3585 ,,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLGA CONSTRUCCIONES S.R.L.,, Av. Melchor Pinto N° 544 Edificio: Edificio Olga ,3363744,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterias Forever,, Av. Grigotá 410 ,3572761,,,Baterías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANTHILUCK REGALOS Y REPRESENTACIONES,, Calle Ayacucho N° 585 ,75019922,,,"Producción de obras de teatro, conciertos, espectáculos musicales, danza y otras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREACIONES RAIZA,, Av. Cumavi N° 250 ,70037630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Rio Selva Resort,, Km 6 1/2 Al Norte Nº 254 7º Anillo Oeste ,3436311-3434519,,,Hoteles exóticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masseyford,, Av. Cristo Redentor Esq. Las Maras ,3421144,,,Repuestos y accesorios para maquinaria pesada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA BOX MEDIA,, Calle Los Claveles N° 14 ,3356900,,,Estudios de mercado y realización de encuestas de opinión pública,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroyo,, Av. Santa Cruz Nº 419 ,3468912,,,Baterías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARU GIMNASIO & RECREACION,, Calle MoseÑor Pedro De Cardenas N° S/n ,3435376,,,Actividades deportivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODONTOMARKET,Calidad Total, Calle Sucre 699 Esq. Barrón ,3396410,adamaria_92@hotmail.com,www.amarillas.bo/odontomarker,Venta de equipos medicos,3396410,Venta de equipos odontologicos,Venta de productos odontologicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREACIONES ANYKAR,, Ave. Banzer 7mo. Anillo Urb Viru Viru N° S/n Edificio: Casa ,3423379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CERRO ALTO LTDA.,, Barrio Residencias Del Norte C/2 N° 17 ,6418576,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUAN AMPUERO TORRICO,, B/san Jorge N° 8020 ,3568151,,,Transporte por tuberías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD SOLUCIONES ELECTROMECANICAS SRL.,, Barrio Sirari Calle Los Pinos N° 4 ,,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Plaza,, Calle Jaimes Freire Nº 7 ,3321919,,,Hoteles 5 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laher & Dd,, Av. Banzer Nº 2200 ,3429060,,,Repuestos y accesorios para maquinaria pesada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batebol Ltda,, Parque Industrial Pi 4 ,3461370,,,Baterías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JADY SPORT CENTER,, Calle Raul Bascope N° 968 ,3551459,,,Actividades deportivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA BELIN,, Calle Warnes N° 578 ,3330577,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAMEL,ESPECIALIDAD EN ROPA INTERIOR, Calle Buenos Aires No. 138 ,3640116,,www.aramel.web.bo,Lencería,3493517,Ropa interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRACOVIA DISEÑO Y PUBLICIDAD,, Av. CaÑoto Nº 518 N° 528 ,3501588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPECUARIA CATALA S.R.L.,, Avenida Santa Cruz N° S/n ,77396051,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Quinta,, Calle Arumá- Barrio Urbari ,3522244,,,Hoteles 4 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCTOPUS INGENIERIA,, Calle Saturnino Saucedo N°3 Hamaca Uv 37 N° 3 ,3452402,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSE PEDRO JATTACO AYALA,, Av. Villa Bolivia N° 45 ,,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuasa Battery Japan,, Km. 4 Carretera Al Norte Edificio yuasa ,3421191,,,Baterías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komparts Srl,, Av. Cristo Redentor Nº 2450 ,3430662,,,Repuestos y accesorios para automotores,3451877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSULTORA AUSYSCOM LTDA.,, Calle Ballivian N° 230 ,3337451,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOS S.R.L.,, Av. Paragua Y 4to. Anillo N° S/n ,71655942,,,Otras actividades de esparcimiento y recreativas n.p.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTO PIEZAS SALDIAS IRALA LTDA,REPUESTO BRASILEROS EN GENERAL, Av. Irala Nº 684 ,3341638,rep_saldias@entelnet.bo,www.repuestosaldias.web.bo,Repuestos y accesorios para automotores,3323896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
